City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Biak,-0.91,122.88,77.34,78,100,4.47,ID,1603735998
Toppenish,46.38,-120.31,35.01,50,1,0.89,US,1603735999
Hualmay,-11.1,-77.61,70.25,66,70,10.65,PE,1603736000
Ballina,-28.87,153.57,68.0,77,90,12.75,AU,1603736002
Los Llanos de Aridane,28.66,-17.92,73.4,60,75,12.75,ES,1603736004
Annau,37.89,58.52,62.6,29,100,4.7,TM,1603736005
Coyhaique,-45.58,-72.07,53.6,54,75,12.75,CL,1603736006
Arman',59.7,150.17,32.34,87,100,13.11,RU,1603736007
Camacha,33.08,-16.33,68.0,64,20,10.29,PT,1603736008
Grado,43.39,-6.07,57.99,62,20,13.87,ES,1603736009
Verkhnyaya Toyma,62.23,45.0,25.39,97,67,4.45,RU,1603736010
Moree,-29.47,149.85,57.2,87,39,9.08,AU,1603736011
Shimoda,34.67,138.95,54.0,92,11,7.23,JP,1603736013
Tianpeng,30.99,103.94,69.01,1,100,4.25,CN,1603736014
Castelo do Piauí,-5.32,-41.55,99.23,28,68,3.31,BR,1603736015
Pisco,-13.7,-76.22,70.0,77,0,11.41,PE,1603735791
Weligama,5.97,80.42,78.04,89,2,6.33,LK,1603736017
Kajaani,64.23,27.73,48.2,93,90,12.75,FI,1603736019
São Gabriel da Cachoeira,-0.13,-67.09,95.59,43,99,3.06,BR,1603736021
Najrān,17.49,44.13,71.6,18,0,4.7,SA,1603736022
Kailua,21.4,-157.74,77.0,88,40,2.68,US,1603735921
Cherskiy,68.75,161.3,5.32,92,19,5.5,RU,1603736024
Sovetskiy,61.36,63.58,26.04,95,100,13.49,RU,1603736025
Hefei,31.86,117.28,62.01,87,0,4.47,CN,1603736029
Kargasok,59.06,80.86,30.15,98,100,13.89,RU,1603736030
Kloulklubed,7.04,134.26,77.0,88,75,6.71,PW,1603736031
Robertsport,6.75,-11.37,81.12,81,77,10.92,LR,1603736032
Birobidzhan,48.8,132.95,35.37,85,22,3.47,RU,1603736033
Gawler,-34.6,138.73,53.01,83,95,7.38,AU,1603735987
Touros,-5.2,-35.46,86.0,62,40,13.87,BR,1603736035
Saint-Pierre,-21.34,55.48,73.4,78,0,3.36,RE,1603736036
Karratha,-20.74,116.85,71.29,76,49,13.65,AU,1603736038
San Cristobal,7.77,-72.22,89.6,52,40,11.41,VE,1603736039
Oranjemund,-28.55,16.43,59.36,86,1,12.48,NA,1603736040
Sakakah,29.97,40.21,80.6,8,0,10.29,SA,1603736041
Pombal,-6.77,-37.8,100.6,19,0,8.57,BR,1603736042
Sabaudia,41.3,13.03,66.99,83,23,4.0,IT,1603736043
Hamilton,39.18,-84.53,51.8,81,90,6.15,US,1603736045
Aswān,24.09,32.91,83.32,27,0,9.57,EG,1603736046
Skjervøy,70.03,20.97,33.8,80,0,17.22,NO,1603736047
Broken Hill,-31.95,141.43,50.0,93,11,3.36,AU,1603735851
Tabou,4.42,-7.35,78.85,87,72,7.58,CI,1603736049
Havre-St-Pierre,50.23,-63.6,35.6,59,90,10.29,CA,1603736050
Requena,39.49,-1.1,51.01,51,0,11.43,ES,1603736051
Khandyga,62.67,135.6,12.51,87,93,2.06,RU,1603736053
Chitral,35.85,71.79,54.66,35,0,1.68,PK,1603736054
Cravo Norte,6.3,-70.2,88.68,63,81,7.83,CO,1603736056
Kangaatsiaq,68.31,-53.46,24.44,90,100,9.33,GL,1603736058
Mildura,-34.2,142.15,55.4,82,90,8.05,AU,1603736059
Shenjiamen,29.96,122.3,64.74,70,1,6.53,CN,1603736061
Godda,24.83,87.22,70.03,52,20,3.44,IN,1603736062
Big Spring,32.25,-101.48,32.0,85,90,17.22,US,1603736063
Tortolì,39.93,9.66,68.0,68,40,23.04,IT,1603736064
Constitución,-35.33,-72.42,59.61,55,65,18.9,CL,1603736065
Teknāf,20.86,92.31,78.12,85,31,4.59,BD,1603736068
São José da Coroa Grande,-8.9,-35.15,81.36,70,22,16.28,BR,1603736069
Leer,8.3,30.14,74.93,84,99,2.51,SS,1603736070
Sambava,-14.27,50.17,73.76,81,4,8.72,MG,1603736071
Nishihara,26.18,127.76,71.6,68,20,3.36,JP,1603736072
Barranca,-10.75,-77.77,69.08,68,77,11.3,PE,1603736073
Vostok,46.49,135.88,27.86,99,0,3.36,RU,1603736065
Walvis Bay,-22.96,14.51,60.8,77,2,8.05,NA,1603736076
Yuanping,38.72,112.76,47.21,47,24,6.93,CN,1603736077
Meulaboh,4.14,96.13,77.38,86,98,4.36,ID,1603736078
Alyangula,-13.85,136.42,77.0,88,100,1.12,AU,1603736080
Honiara,-9.43,159.95,75.2,94,20,2.24,SB,1603736081
Cururupu,-1.83,-44.87,89.91,53,46,7.74,BR,1603736082
Maglavit,44.03,23.1,57.0,87,0,3.6,RO,1603736085
Husavik,66.04,-17.34,37.4,69,75,6.93,IS,1603736086
La Vista,41.18,-96.03,30.2,54,75,8.05,US,1603735925
Aksu,41.12,80.26,46.99,47,61,3.29,CN,1603736088
Cayenne,4.93,-52.33,89.6,55,25,11.41,GF,1603736089
Sarakhs,36.54,61.16,60.8,29,0,1.14,IR,1603736090
Lethem,3.38,-59.8,95.18,40,71,8.03,GY,1603736092
Kapoeta,4.77,33.59,83.28,49,51,6.76,SS,1603736093
Margate,51.38,1.39,51.01,78,34,1.99,GB,1603736094
Acapulco de Juárez,16.86,-99.89,84.2,79,90,4.81,MX,1603735911
Yangjiang,21.85,111.97,70.41,86,71,3.62,CN,1603736044
Jieshi,22.81,115.83,71.65,79,82,16.69,CN,1603736098
Boyolangu,-8.12,111.89,76.01,89,100,5.64,ID,1603736101
Dmitriyevka,54.75,55.33,33.8,74,75,20.13,RU,1603736103
Boissevain,49.23,-100.06,19.4,62,1,19.46,CA,1603735827
Gravelbourg,49.88,-106.55,23.67,91,97,10.76,CA,1603736106
Brae,60.4,-1.35,48.2,93,75,4.7,GB,1603736107
Tulsīpur,28.13,82.3,63.03,51,0,4.99,NP,1603736109
Paamiut,61.99,-49.67,32.47,91,100,31.74,GL,1603736110
Cuamba,-14.8,36.54,79.16,47,95,4.16,MZ,1603736111
Sopron,47.69,16.59,57.0,76,0,11.41,HU,1603736113
Houma,29.6,-90.72,81.0,61,75,6.93,US,1603736114
Alta Floresta,-9.88,-56.09,90.14,48,91,2.71,BR,1603736116
Pierre,44.37,-100.35,10.4,72,1,8.05,US,1603735926
Adrar,20.5,-10.07,93.88,10,0,7.11,MR,1603736118
Cockburn Town,21.46,-71.14,83.41,79,92,18.34,TC,1603736119
Maragogi,-9.01,-35.22,81.23,70,24,16.4,BR,1603736121
Harper,4.38,-7.72,78.76,87,72,7.45,LR,1603736122
Pemangkat,1.17,108.97,77.11,86,100,6.85,ID,1603736123
Rafsanjān,30.41,55.99,55.24,38,0,1.77,IR,1603735922
Port-Cartier,50.03,-66.87,34.0,77,90,4.7,CA,1603736126
Gallup,35.53,-108.74,28.4,86,90,10.29,US,1603735921
Wanning,18.8,110.4,73.22,83,68,11.61,CN,1603736128
High Rock,26.62,-78.28,84.2,83,40,9.17,BS,1603736130
Bambanglipuro,-7.95,110.28,76.89,87,100,5.95,ID,1603736131
Siuna,13.73,-84.78,82.13,86,100,2.21,NI,1603736132
Riverton,40.52,-111.94,32.0,32,0,5.99,US,1603736134
Doha,25.29,51.53,84.2,61,0,2.24,QA,1603736038
Kaeo,-35.1,173.78,57.99,96,34,2.19,NZ,1603736136
Nanortalik,60.14,-45.24,36.3,83,100,6.51,GL,1603736137
Hofn,64.25,-15.21,37.4,59,0,11.41,IS,1603736138
Santa Maria da Vitória,-13.39,-44.19,91.47,40,55,8.03,BR,1603736139
Karaton,-6.34,106.1,78.01,88,20,4.7,ID,1603736141
Tarbagatay,51.48,107.36,14.0,78,39,2.24,RU,1603736142
Diffa,13.32,12.61,83.75,16,13,7.67,NE,1603736143
Kisangani,0.52,25.2,77.09,71,80,1.97,CD,1603736145
Krutinka,56.01,71.51,45.16,89,100,17.69,RU,1603736146
Cassilândia,-19.11,-51.73,88.92,48,97,6.38,BR,1603736147
Lata,40.16,-8.33,57.99,81,66,3.2,PT,1603736148
Nyaunglebin,17.95,96.73,75.13,94,38,1.14,MM,1603736149
Nhulunbuy,-12.23,136.77,78.8,83,40,4.7,AU,1603736121
Timrå,62.49,17.33,45.0,100,20,4.7,SE,1603736152
Vangaindrano,-23.35,47.6,70.07,82,0,5.26,MG,1603736153
Verkhovazh'ye,60.75,42.05,30.07,95,69,6.13,RU,1603736154
Antsohihy,-14.88,47.99,78.94,69,18,2.04,MG,1603736155
Kostomuksha,64.57,30.58,43.92,92,100,12.39,RU,1603736156
Zyryanka,65.75,150.85,5.5,91,0,5.66,RU,1603735929
Panzhihua,26.59,101.71,66.83,73,26,1.05,CN,1603736158
Talara,-4.58,-81.27,78.8,61,0,11.41,PE,1603736160
Tingi,-11.3,35.03,68.97,67,26,6.31,TZ,1603736161
Beroroha,-21.67,45.17,83.43,40,74,8.63,MG,1603736164
Gombong,-7.61,109.51,62.01,89,100,3.65,ID,1603736165
Bubaque,11.28,-15.83,83.39,80,0,11.9,GW,1603736167
Bilibino,68.05,166.44,9.27,94,100,2.91,RU,1603736095
Alor Gajah,2.38,102.21,80.6,83,20,1.12,MY,1603736169
Kedrovyy,56.17,91.82,35.6,93,40,2.24,RU,1603736170
Igrim,63.19,64.42,21.9,96,100,10.96,RU,1603736173
Chickasha,35.05,-97.94,32.0,98,90,12.75,US,1603736174
Bay City,43.59,-83.89,42.01,80,90,6.93,US,1603735941
Iqaluit,63.75,-68.51,15.8,72,75,4.7,CA,1603736177
Kitgum,3.28,32.89,71.69,84,93,2.17,UG,1603736180
North Bend,43.41,-124.22,51.01,45,1,5.82,US,1603736099
Tabas,33.6,56.92,66.2,19,0,2.24,IR,1603736184
Staunton,38.15,-79.07,66.99,77,1,7.18,US,1603735973
Sur,22.57,59.53,73.6,63,0,3.49,OM,1603736186
Martapura,-3.42,114.85,73.4,100,88,2.24,ID,1603736187
Santo Niño,6.43,124.7,74.34,82,100,1.3,PH,1603736189
Shakawe,-18.37,21.85,82.56,15,44,5.82,BW,1603736190
Fes,34.04,-5.0,55.4,93,75,5.82,MA,1603736191
Westport,41.14,-73.36,55.0,81,90,11.41,US,1603736174
Gympie,-26.19,152.66,66.0,98,94,1.92,AU,1603736187
Nong Han,17.36,103.11,72.0,92,94,3.33,TH,1603736195
Okhotsk,59.38,143.3,28.36,81,0,17.92,RU,1603736197
Santiago de Cao,-7.96,-79.24,64.4,77,61,12.75,PE,1603736198
Dunedin,-45.87,170.5,48.99,82,70,4.76,NZ,1603736199
Chapais,49.78,-74.85,30.2,86,90,9.17,CA,1603736200
Dul'durga,50.68,113.59,21.87,81,0,11.68,RU,1603735928
Nador,35.17,-2.93,64.4,55,20,13.87,MA,1603736202
Corowa,-36.03,146.38,52.0,78,91,5.97,AU,1603736203
São Félix do Xingu,-6.64,-51.99,97.54,36,35,3.11,BR,1603736205
Praia,14.92,-23.51,84.2,70,75,17.22,CV,1603735967
Kushima,31.46,131.23,60.4,74,73,3.89,JP,1603736207
Teya,60.38,92.63,16.21,95,30,2.66,RU,1603736208
Kysyl-Syr,63.9,122.76,9.66,92,100,7.87,RU,1603736209
Pedregulho,-20.26,-47.48,81.18,53,48,8.32,BR,1603736210
Koungou,-12.73,45.2,78.8,78,75,3.36,YT,1603736211
Cam Ranh,11.92,109.16,80.6,94,40,2.24,VN,1603736213
Ürümqi,43.8,87.6,41.0,56,0,4.47,CN,1603736171
Sompeta,18.93,84.6,77.31,70,0,4.29,IN,1603736215
Chaupāl,30.95,77.58,41.45,62,0,4.47,IN,1603736216
Muroto-misakicho,33.28,134.15,65.39,61,51,7.61,JP,1603736217
Ruwi,23.6,58.55,77.0,78,0,2.24,OM,1603736218
Kenai,60.55,-151.26,44.01,87,90,23.04,US,1603736219
Bato,13.35,123.37,75.72,91,100,5.26,PH,1603736223
Sittwe,20.15,92.9,80.51,81,50,4.05,MM,1603736224
Prince Rupert,54.32,-130.32,50.0,87,90,13.87,CA,1603736225
Bilma,18.69,12.92,76.12,19,0,4.27,NE,1603736227
Sarangani,5.4,125.46,83.52,71,100,3.8,PH,1603736228
Tarandacuao,20.0,-100.53,79.0,43,20,3.11,MX,1603736229
Novaya Ladoga,60.1,32.3,46.0,86,100,13.27,RU,1603736230
Nelson Bay,-32.72,152.15,59.0,100,90,10.29,AU,1603736231
Nipawin,53.37,-104.0,23.0,57,1,8.05,CA,1603736102
Nuuk,64.18,-51.72,30.2,68,75,8.05,GL,1603736236
Hohhot,40.81,111.65,26.6,42,0,4.47,CN,1603736237
Bariloche,-41.15,-71.31,48.2,58,40,21.92,AR,1603736238
Govlyar,40.95,45.73,59.0,72,40,6.93,AZ,1603736239
Bosaso,11.28,49.18,76.39,63,1,3.2,SO,1603736241
Ola,59.58,151.28,33.13,84,100,14.14,RU,1603736243
Poum,-20.23,164.02,75.76,81,6,15.41,NC,1603736244
Dhangadhi,28.71,80.6,65.8,42,0,2.17,NP,1603736245
Tuy Hoa,13.08,109.3,75.78,88,100,5.61,VN,1603736061
Bellevue,47.61,-122.2,45.0,57,90,5.82,US,1603735904
Mananara,-16.17,49.77,70.25,83,0,3.74,MG,1603736248
Kalabo,-14.97,22.68,82.45,18,41,2.1,ZM,1603736250
Camopi,3.17,-52.32,93.42,43,55,5.19,GF,1603736251
Praia,14.92,-23.51,82.4,69,75,18.34,CV,1603736252
Port Blair,11.67,92.75,79.9,82,55,5.17,IN,1603735992
Saryg-Sep,51.5,95.6,21.24,92,35,2.8,RU,1603736254
Lubbock,33.6,-101.83,27.0,92,90,17.22,US,1603736145
Yang Talat,16.4,103.37,71.6,100,75,3.36,TH,1603736257
Mehamn,71.04,27.85,33.8,80,0,20.8,NO,1603736259
Santa Luzia,-19.77,-43.85,80.6,51,75,6.93,BR,1603736260
Tazmalt,36.39,4.4,60.8,72,75,8.05,DZ,1603736261
Port Keats,-14.25,129.55,77.49,87,91,10.56,AU,1603736262
Tanta,30.79,31.0,72.81,74,8,4.74,EG,1603736172
Mahanje,-9.93,35.33,69.06,76,63,3.44,TZ,1603736264
Nemuro,43.32,145.57,50.86,70,83,8.25,JP,1603735999
Faya,18.39,42.45,69.8,10,0,11.41,SA,1603736077
Te Karaka,-38.47,177.87,57.54,81,77,1.9,NZ,1603736268
Porto-Novo,6.5,2.6,82.4,83,40,11.41,BJ,1603736269
Goderich,43.75,-81.72,46.99,79,99,7.87,CA,1603736101
Springbok,-29.66,17.89,62.31,56,3,4.5,ZA,1603736271
Nantucket,41.28,-70.1,57.2,82,90,12.75,US,1603736272
Santa Catarina de Tepehuanes,25.35,-105.73,75.31,28,7,15.95,MX,1603736273
Marsh Harbour,26.54,-77.06,83.12,72,18,9.44,BS,1603736274
Leningradskiy,69.38,178.42,26.08,98,100,5.32,RU,1603736276
Srednekolymsk,67.45,153.68,7.02,91,0,7.7,RU,1603736277
Delmiro Gouveia,-9.39,-38.0,105.55,16,0,3.85,BR,1603736278
College,64.86,-147.8,28.99,100,90,4.7,US,1603736146
Yokadouma,3.52,15.05,73.13,87,24,1.28,CM,1603736282
Coruripe,-10.13,-36.18,82.72,68,6,20.69,BR,1603736283
Yaan,7.38,8.57,79.29,78,34,5.44,NG,1603736285
Ayacucho,-13.16,-74.22,75.2,31,40,3.36,PE,1603736160
Morros,-9.45,-46.3,93.52,36,53,3.33,BR,1603736287
Cidreira,-30.18,-50.21,73.38,78,100,13.29,BR,1603736288
Omboué,-1.57,9.26,77.61,83,99,8.97,GA,1603736289
Auki,-8.77,160.7,77.4,84,99,2.93,SB,1603736290
Amapá,1.0,-52.0,96.33,32,38,3.49,BR,1603736291
Bandarbeyla,9.49,50.81,77.32,73,74,15.1,SO,1603736293
Lázaro Cárdenas,17.96,-102.2,86.5,68,66,5.32,MX,1603736294
Dingle,11.0,122.67,75.94,92,100,6.85,PH,1603736296
Ouallam,14.32,2.09,90.64,11,15,7.38,NE,1603736297
Batagay,67.63,134.63,4.39,88,100,1.97,RU,1603736298
Umm Hājar,13.3,19.7,88.65,15,14,9.35,TD,1603736300
Indramayu,-6.33,108.32,80.06,81,100,6.96,ID,1603736301
Ushumun,52.78,126.53,32.34,95,100,7.27,RU,1603736302
Kroya,-7.63,109.25,62.01,89,100,4.94,ID,1603736303
San Quintín,30.48,-115.95,68.4,55,2,7.47,MX,1603736304
Kshenskiy,51.84,37.71,47.86,80,98,5.1,RU,1603736305
Grushevskaya,47.44,39.95,51.8,66,0,15.66,RU,1603736307
Lander,42.83,-108.73,19.4,65,1,3.36,US,1603736308
Melfort,52.87,-104.62,23.0,57,1,8.05,CA,1603736309
Lincoln,40.8,-96.67,28.99,58,1,12.75,US,1603736152
Sørkjosen,69.8,20.93,32.0,71,0,19.46,NO,1603736311
Egvekinot,66.32,-179.17,19.56,95,38,0.96,RU,1603736312
La Romana,18.43,-68.97,89.6,66,40,6.93,DO,1603736313
Abomsa,9.98,39.98,69.64,27,1,4.68,ET,1603736315
Elko,41.0,-115.5,34.0,44,32,5.01,US,1603736115
Port Augusta,-32.5,137.77,55.4,87,90,5.82,AU,1603736095
Togur,58.36,82.83,31.82,99,100,7.76,RU,1603736320
Istanbul,41.04,28.98,66.2,82,0,6.93,TR,1603736323
Mana,5.66,-53.78,87.06,63,22,11.7,GF,1603736325
Santa Isabel Rio Negro,-0.41,-65.02,91.51,54,100,5.03,BR,1603736326
Ponta do Sol,32.67,-17.1,66.99,77,75,9.17,PT,1603736327
Palmas,-10.21,-48.36,89.6,62,40,5.82,BR,1603736328
Plácido de Castro,-10.34,-67.19,99.39,35,38,5.64,BR,1603736329
Aklavik,68.22,-135.01,14.0,92,90,8.05,CA,1603736069
Mackay,-21.15,149.2,69.8,94,75,5.82,AU,1603736151
Manokwari,-0.87,134.08,78.8,75,3,4.38,ID,1603736043
Tyrma,50.08,132.17,30.99,91,92,1.99,RU,1603736334
Antalaha,-14.9,50.28,71.51,81,1,6.85,MG,1603736335
Camaquã,-30.85,-51.81,72.34,88,99,3.53,BR,1603736300
Lubao,14.92,120.55,78.8,100,90,2.24,PH,1603736337
Churāchāndpur,24.33,93.67,63.86,97,0,0.69,IN,1603736339
Qom,34.64,50.88,57.76,35,0,2.42,IR,1603736340
Naze,28.37,129.48,64.4,88,40,2.24,JP,1603736342
Ucluelet,48.93,-125.55,46.0,81,90,4.7,CA,1603736343
Izumo,35.37,132.77,48.2,100,20,4.7,JP,1603736344
Pisticci,40.39,16.56,69.8,77,5,11.41,IT,1603736346
Lavrentiya,65.58,-171.0,30.04,91,31,4.54,RU,1603736081
High Prairie,55.43,-116.49,29.68,92,100,8.59,CA,1603736349
Whitehorse,60.72,-135.05,41.0,78,75,19.46,CA,1603736350
Francisco Beltrão,-26.08,-53.05,74.05,81,100,12.33,BR,1603736351
Broome,42.25,-75.83,57.0,100,90,6.93,US,1603736085
Glenluce,54.88,-4.81,48.99,81,19,4.0,GB,1603736354
Watertown,42.37,-71.18,55.4,76,90,9.17,US,1603736276
Pandan,14.05,124.17,78.73,86,100,8.05,PH,1603736358
Punta Alta,-38.88,-62.07,74.97,24,0,8.66,AR,1603736359
Pedernales,18.04,-71.74,87.8,79,75,13.87,DO,1603736360
Malatya Province,38.5,38.0,48.2,57,0,5.82,TR,1603736361
Port Hardy,50.7,-127.42,42.8,100,90,3.36,CA,1603736356
